"Name","State","Notes","User","Tags","Created","Runtime","Sweep","Alpha_layer0","Alpha_layer1","Alpha_layer2","Alpha_layer3","Batch_size","Beta_layer0","Beta_layer1","Beta_layer2","Beta_layer3","Gamma_layer0","Gamma_layer1","Gamma_layer2","Gamma_layer3","Model_Name","architecture","dataset","epochs","learning_rate","momentum","noise_param","noise_type","timesteps","Accuracy","Time Taken to Run the Code(Mins)","Timestep","chance_level"
"Gamma_layer_1_perturbation_0.43_sp_0.06","finished","-","","","2025-07-04T14:20:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","33.21","0.27398848136266074","10","10"
"Gamma_layer_0_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T13:58:31.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.53","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","53.8","0.2756815989812215","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:36:21.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","66.31","0.2815755764643351","10","10"
"Beta_layer2_perturbation_0.53_sp_0.00","finished","-","","","2025-07-04T15:44:45.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","66.84","0.2720901926358541","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:57:07.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","43.34","0.275288470586141","10","10"
"Gamma_layer_0_perturbation_0.33_gauss_0.80","finished","-","","","2025-07-04T14:11:55.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.27568962971369426","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:57:31.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.23","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","43.1","0.2733649373054504","10","10"
"Gamma_layer_0_perturbation_0.13_gauss_0.40","finished","-","","","2025-07-04T14:07:00.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.13","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","49.42","0.29805357456207277","10","10"
"Beta_layer1_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T15:30:22.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","42.93","0.26838690439860025","10","10"
"Gamma_layer_3_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T14:54:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.5","0.27166882356007893","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:55:30.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.23","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","54.97","0.27596702973047893","10","10"
"Gamma_layer_1_perturbation_0.33_gauss_0.80","finished","-","","","2025-07-04T14:30:00.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.2739115516344706","10","10"
"Gamma_layer_0_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T14:08:39.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.53","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","56.13","0.273680055141449","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T16:00:42.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","30.88","0.275419807434082","10","10"
"Gamma_layer_1_perturbation_0.23_gauss_0.00","finished","-","","","2025-07-04T14:21:36.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.23","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.41","0.27392528851826986","10","10"
"Gamma_layer_3_perturbation_0.23_gauss_0.40","finished","-","","","2025-07-04T15:01:35.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.23","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.12","0.2736788153648376","10","10"
"Beta_layer2_perturbation_0.13_sp_0.00","finished","-","","","2025-07-04T15:43:10.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","65.27","0.27304147084554037","10","10"
"Beta_layer1_perturbation_0.13_sp_0.04","finished","-","","","2025-07-04T15:29:11.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","33.75","0.270636781056722","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:55:55.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.04","0.2768280267715454","10","10"
"Beta_layer1_perturbation_0.43_sp_0.02","finished","-","","","2025-07-04T15:28:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","54.23","0.2739966948827108","10","10"
"Gamma_layer_3_perturbation_0.43_gauss_0.00","finished","-","","","2025-07-04T14:58:23.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","67.74","0.27453559239705405","10","10"
"Gamma_layer_3_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:00:47.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","64.68","0.27362553278605145","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:52:43.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","66.84","0.2764521638552348","10","10"
"Gamma_layer_1_perturbation_0.13_sp_0.04","finished","-","","","2025-07-04T14:17:12.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.13","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.21","0.2748562812805176","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:53:31.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.23","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","64.77","0.2733155846595764","10","10"
"Gamma_layer_1_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T14:18:25.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","38.58","0.27215576171875","10","10"
"Gamma_layer_3_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:06:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","33.37","0.272914465268453","10","10"
"Beta_layer1_perturbation_0.53_sp_0.00","finished","-","","","2025-07-04T15:26:48.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.53","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","67.09","0.2699525475502014","10","10"
"Gamma_layer_0_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T14:04:33.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.53","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","69.28","0.2773950457572937","10","10"
"Gamma_layer_2_perturbation_0.43_gauss_0.80","finished","-","","","2025-07-04T14:48:24.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","33.25","0.27477850516637164","10","10"
"Gamma_layer_0_perturbation_0.33_gauss_0.00","finished","-","","","2025-07-04T14:03:44.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.49","0.27438055276870726","10","10"
"Gamma_layer_0_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T13:59:44.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.2786396582921346","10","10"
"Beta_layer2_perturbation_0.33_sp_0.06","finished","-","","","2025-07-04T15:49:55.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.04","0.26855202913284304","10","10"
"Gamma_layer_0_perturbation_0.13_sp_0.06","finished","-","","","2025-07-04T14:00:57.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.13","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","32.81","0.27520497639973956","10","10"
"Beta_layer1_perturbation_0.13_sp_0.06","finished","-","","","2025-07-04T15:31:10.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","29.76","0.27253453334172567","10","10"
"Gamma_layer_0_perturbation_0.33_sp_0.00","finished","-","","","2025-07-04T13:55:43.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.49","0.26529939969380695","10","10"
"Beta_layer1_perturbation_0.43_sp_0.06","finished","-","","","2025-07-04T15:32:21.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","34.55","0.2681713342666626","10","10"
"Gamma_layer_0_perturbation_0.23_sp_0.02","finished","-","","","2025-07-04T13:57:18.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.23","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","49.42","0.2663071592648824","10","10"
"Gamma_layer_3_perturbation_0.23_sp_0.02","finished","-","","","2025-07-04T14:51:35.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.23","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","52.07","0.27325061162312825","10","10"
"Gamma_layer_1_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T14:16:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.53","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","42.97","0.2739568591117859","10","10"
"Beta_layer1_perturbation_0.33_sp_0.06","finished","-","","","2025-07-04T15:31:57.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.04","0.27068894704182944","10","10"
"Beta_layer0_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T15:12:00.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.2737780531247457","10","10"
"Gamma_layer_3_perturbation_0.33_gauss_0.60","finished","-","","","2025-07-04T15:03:59.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.2730805476506551","10","10"
"Gamma_layer_2_perturbation_0.43_gauss_0.20","finished","-","","","2025-07-04T14:42:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","64.96","0.27532459100087486","10","10"
"Gamma_layer_3_perturbation_0.33_gauss_0.80","finished","-","","","2025-07-04T15:06:00.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.27415649890899657","10","10"
"Gamma_layer_3_perturbation_0.13_gauss_0.40","finished","-","","","2025-07-04T15:01:11.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.09","0.27425623337427774","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:40:47.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.53","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","44.16","0.2745681325594584","10","10"
"Gamma_layer_3_perturbation_0.13_gauss_0.20","finished","-","","","2025-07-04T14:59:11.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","66.49","0.2726649244626363","10","10"
"Gamma_layer_1_perturbation_0.43_gauss_0.40","finished","-","","","2025-07-04T14:26:22.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","50.77","0.2742177406946818","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:51:55.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.49","0.2758686661720276","10","10"
"Gamma_layer_1_perturbation_0.43_gauss_0.00","finished","-","","","2025-07-04T14:22:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","65.17","0.2756704449653625","10","10"
"Gamma_layer_2_perturbation_0.23_sp_0.00","finished","-","","","2025-07-04T14:31:37.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.23","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","67.91","0.2692102154095968","10","10"
"Gamma_layer_1_perturbation_0.33_sp_0.00","finished","-","","","2025-07-04T14:13:55.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.49","0.29626641273498533","10","10"
"Gamma_layer_3_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T14:52:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.2","0.27162989775339763","10","10"
"Beta_layer1_perturbation_0.43_sp_0.00","finished","-","","","2025-07-04T15:26:25.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.53","0.2702243447303772","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:57:54.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.27487148841222125","10","10"
"Gamma_layer_0_perturbation_0.13_gauss_0.80","finished","-","","","2025-07-04T14:11:05.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.13","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","30.7","0.2977951089541117","10","10"
"Gamma_layer_2_perturbation_0.23_gauss_0.00","finished","-","","","2025-07-04T14:39:36.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.23","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","67.91","0.2756185134251912","10","10"
"Gamma_layer_2_perturbation_0.13_gauss_0.40","finished","-","","","2025-07-04T14:43:11.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.13","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","52.93","0.27587065696716306","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:33:33.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","64.12","0.2746622959772746","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:38:21.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","56.08","0.2729837934176127","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:58:18.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.43","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","41.9","0.27377604246139525","10","10"
"Gamma_layer_3_perturbation_0.43_gauss_0.80","finished","-","","","2025-07-04T15:06:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","33.13","0.27509134213129677","10","10"
"Gamma_layer_0_perturbation_0.23_sp_0.04","finished","-","","","2025-07-04T13:59:19.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.23","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","40.18","0.278905459245046","10","10"
"Gamma_layer_1_perturbation_0.43_gauss_0.60","finished","-","","","2025-07-04T14:28:23.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","39.68","0.2734373569488525","10","10"
"Gamma_layer_0_perturbation_0.23_gauss_0.20","finished","-","","","2025-07-04T14:05:21.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.23","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","63.78","0.2976269523302714","10","10"
"Beta_layer2_perturbation_0.23_sp_0.06","finished","-","","","2025-07-04T15:49:31.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.23","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","36.14","0.2714659611384074","10","10"
"Gamma_layer_3_perturbation_0.13_sp_0.02","finished","-","","","2025-07-04T14:51:12.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","52.31","0.27061994473139445","10","10"
"Gamma_layer_1_perturbation_0.33_gauss_0.60","finished","-","","","2025-07-04T14:27:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.2764669100443522","10","10"
"Gamma_layer_3_perturbation_0.13_sp_0.00","finished","-","","","2025-07-04T14:49:12.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","69.31","0.2725593407948812","10","10"
"Gamma_layer_3_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:04:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.76","0.27239629030227663","10","10"
"Beta_layer2_perturbation_0.53_sp_0.06","finished","-","","","2025-07-04T15:50:43.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","33.06","0.2729202628135681","10","10"
"Gamma_layer_2_perturbation_0.13_gauss_0.20","finished","-","","","2025-07-04T14:41:11.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.13","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","62.93","0.2746720552444458","10","10"
"Gamma_layer_3_perturbation_0.53_sp_0.04","finished","-","","","2025-07-04T14:54:47.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.58","0.2695526361465454","10","10"
"Gamma_layer_3_perturbation_0.23_sp_0.06","finished","-","","","2025-07-04T14:55:35.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.23","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","33.94","0.273044753074646","10","10"
"Gamma_layer_1_perturbation_0.33_sp_0.02","finished","-","","","2025-07-04T14:15:58.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.87","0.28390111128489176","10","10"
"Gamma_layer_1_perturbation_0.33_gauss_0.20","finished","-","","","2025-07-04T14:23:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","65.86","0.27163774172465005","10","10"
"Beta_layer0_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:18:01.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","65.86","0.27662662267684934","10","10"
"Beta_layer2_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T15:46:44.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","50.18","0.27025787432988485","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:39:35.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","39.14","0.27369710206985476","10","10"
"Beta_layer0_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:15:59.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.49","0.2763779441515605","10","10"
"Gamma_layer_2_perturbation_0.43_gauss_0.40","finished","-","","","2025-07-04T14:44:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","54.81","0.2772568901379903","10","10"
"Gamma_layer_3_perturbation_0.43_gauss_0.40","finished","-","","","2025-07-04T15:02:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","54.89","0.2763078888257345","10","10"
"Gamma_layer_1_perturbation_0.43_gauss_0.80","finished","-","","","2025-07-04T14:30:24.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","31.17","0.2776558995246887","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:38:45.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.53","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.51","0.2921840270360311","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:59:54.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.27288390000661217","10","10"
