"Name","State","Notes","User","Tags","Created","Runtime","Sweep","Alpha_layer0","Alpha_layer1","Alpha_layer2","Alpha_layer3","Batch_size","Beta_layer0","Beta_layer1","Beta_layer2","Beta_layer3","Gamma_layer0","Gamma_layer1","Gamma_layer2","Gamma_layer3","Model_Name","architecture","dataset","epochs","learning_rate","momentum","noise_param","noise_type","timesteps","Accuracy","Time Taken to Run the Code(Mins)","Timestep","chance_level"
"Gamma_layer_3_perturbation_0.13_gauss_0.60","finished","-","","","2025-07-04T15:03:12.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.06","0.2750595529874166","10","10"
"Beta_layer1_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T15:28:47.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.53","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","53.64","0.2694059332211812","10","10"
"Beta_layer0_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:20:01.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.04","0.27449050347010295","10","10"
"Gamma_layer_1_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T14:30:49.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.53","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","29.31","0.27236959934234617","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:42:22.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","33.31","0.2754393219947815","10","10"
"Gamma_layer_2_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T14:36:25.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","42.15","0.27177164554595945","10","10"
"Gamma_layer_2_perturbation_0.23_sp_0.04","finished","-","","","2025-07-04T14:35:37.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.23","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","40.47","0.27046006520589194","10","10"
"Gamma_layer_3_perturbation_0.13_gauss_0.00","finished","-","","","2025-07-04T14:57:10.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.13","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","69.31","0.27299473285675047","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:35:09.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","50.81","0.2739885330200195","10","10"
"Gamma_layer_0_perturbation_0.43_gauss_0.40","finished","-","","","2025-07-04T14:08:14.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.73","0.2951350728670756","10","10"
"Beta_layer1_perturbation_0.13_sp_0.00","finished","-","","","2025-07-04T15:25:13.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","54.22","0.27364476124445597","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:39:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.27618908484776816","10","10"
"Gamma_layer_2_perturbation_0.13_gauss_0.00","finished","-","","","2025-07-04T14:39:12.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.13","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","65.1","0.27384552160898845","10","10"
"Beta_layer0_perturbation_0.33_sp_0.06","finished","-","","","2025-07-04T15:14:00.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.04","0.2720128019650777","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:56:43.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","53.76","0.27447868982950846","10","10"
"Gamma_layer_0_perturbation_0.53_sp_0.00","finished","-","","","2025-07-04T13:56:31.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.53","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","69.28","0.2714044769605001","10","10"
"Gamma_layer_1_perturbation_0.43_sp_0.00","finished","-","","","2025-07-04T14:14:20.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","65.17","0.27555629014968874","10","10"
"Beta_layer0_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:24:02.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.27382654349009194","10","10"
"Gamma_layer_3_perturbation_0.23_sp_0.00","finished","-","","","2025-07-04T14:49:36.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.23","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","69.07","0.2710719068845113","10","10"
"Gamma_layer_3_perturbation_0.33_gauss_0.00","finished","-","","","2025-07-04T14:57:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.49","0.27224667072296144","10","10"
"Gamma_layer_1_perturbation_0.33_gauss_0.40","finished","-","","","2025-07-04T14:25:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","55.04","0.273698623975118","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:41:35.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","30.96","0.2759671449661255","10","10"
"Gamma_layer_2_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T14:36:01.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.2689043124516805","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:34:21.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.53","0.2732994516690572","10","10"
"Gamma_layer_2_perturbation_0.43_gauss_0.60","finished","-","","","2025-07-04T14:46:23.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.75","0.2722952882448832","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:33:57.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","68.49","0.271541440486908","10","10"
"Gamma_layer_2_perturbation_0.53_sp_0.06","finished","-","","","2025-07-04T14:38:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.53","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","36.24","0.27210789918899536","10","10"
"Gamma_layer_0_perturbation_0.43_sp_0.00","finished","-","","","2025-07-04T13:56:07.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","69.13","0.2715549310048421","10","10"
"Gamma_layer_0_perturbation_0.43_gauss_0.60","finished","-","","","2025-07-04T14:10:16.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","43.39","0.28125398556391396","10","10"
"Beta_layer2_perturbation_0.33_sp_0.00","finished","-","","","2025-07-04T15:43:58.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.49","0.27200969457626345","10","10"
"Gamma_layer_2_perturbation_0.33_gauss_0.60","finished","-","","","2025-07-04T14:45:58.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.2734238147735596","10","10"
"Beta_layer2_perturbation_0.53_sp_0.04","finished","-","","","2025-07-04T15:48:43.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","40.11","0.2716862678527832","10","10"
"Beta_layer2_perturbation_0.13_sp_0.04","finished","-","","","2025-07-04T15:47:08.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","42.22","0.27003411451975506","10","10"
"Gamma_layer_2_perturbation_0.23_sp_0.06","finished","-","","","2025-07-04T14:37:36.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.23","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","33.29","0.27468012968699135","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:54:43.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.53","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","64.17","0.2710300008455912","10","10"
"Gamma_layer_2_perturbation_0.23_gauss_0.40","finished","-","","","2025-07-04T14:43:35.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.23","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","54.74","0.27396193742752073","10","10"
"Gamma_layer_3_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:02:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","54.72","0.27370501359303795","10","10"
"Gamma_layer_1_perturbation_0.43_gauss_0.20","finished","-","","","2025-07-04T14:24:23.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","61.85","0.27478342056274413","10","10"
"Gamma_layer_0_perturbation_0.43_gauss_0.00","finished","-","","","2025-07-04T14:04:09.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","69.13","0.2736823280652364","10","10"
"Gamma_layer_0_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T14:00:08.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","42.24","0.28859498500823977","10","10"
"Gamma_layer_0_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T14:06:36.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.53","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","66.82","0.27936606804529823","10","10"
"Gamma_layer_3_perturbation_0.43_sp_0.02","finished","-","","","2025-07-04T14:52:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.4","0.26991708676020304","10","10"
"Gamma_layer_3_perturbation_0.43_sp_0.00","finished","-","","","2025-07-04T14:50:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","67.74","0.2706614136695862","10","10"
"Beta_layer1_perturbation_0.23_sp_0.04","finished","-","","","2025-07-04T15:29:35.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","38.12","0.2739846229553223","10","10"
"Gamma_layer_3_perturbation_0.43_gauss_0.60","finished","-","","","2025-07-04T15:04:24.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.87","0.2723115007082621","10","10"
"Gamma_layer_1_perturbation_0.23_gauss_0.60","finished","-","","","2025-07-04T14:27:34.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.23","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","44.42","0.27824851671854656","10","10"
"Beta_layer2_perturbation_0.43_sp_0.02","finished","-","","","2025-07-04T15:46:20.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.43","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.18","0.27419225772221884","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.00","finished","-","","","2025-07-04T15:33:09.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","54.22","0.27306546370188395","10","10"
"Gamma_layer_2_perturbation_0.43_sp_0.06","finished","-","","","2025-07-04T14:38:24.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.78","0.27365233898162844","10","10"
"Gamma_layer_2_perturbation_0.53_sp_0.00","finished","-","","","2025-07-04T14:32:48.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.53","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","67.35","0.270834477742513","10","10"
"Gamma_layer_2_perturbation_0.43_sp_0.02","finished","-","","","2025-07-04T14:34:24.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.63","0.2740495244661967","10","10"
"Beta_layer1_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T15:29:59.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.268428897857666","10","10"
"Gamma_layer_1_perturbation_0.23_sp_0.00","finished","-","","","2025-07-04T14:13:31.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.23","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.41","0.2742893020311991","10","10"
"Gamma_layer_0_perturbation_0.33_sp_0.02","finished","-","","","2025-07-04T13:57:42.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.87","0.2833675225575765","10","10"
"Gamma_layer_2_perturbation_0.33_gauss_0.80","finished","-","","","2025-07-04T14:48:00.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.39","0.2787741939226786","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T15:35:57.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","65.86","0.27462918758392335","10","10"
"Gamma_layer_1_perturbation_0.13_gauss_0.00","finished","-","","","2025-07-04T14:21:12.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.13","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","gauss","10","64.63","0.27102466821670534","10","10"
"Beta_layer1_perturbation_0.33_sp_0.00","finished","-","","","2025-07-04T15:26:01.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.49","0.27128802935282387","10","10"
"Gamma_layer_2_perturbation_0.53_sp_0.02","finished","-","","","2025-07-04T14:34:49.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.53","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.16","0.271989639600118","10","10"
"Gamma_layer_0_perturbation_0.33_sp_0.06","finished","-","","","2025-07-04T14:01:45.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.04","0.26994066635767616","10","10"
"Beta_layer1_perturbation_0.33_sp_0.02","finished","-","","","2025-07-04T15:28:00.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","51.87","0.27404537200927737","10","10"
"Gamma_layer_0_perturbation_0.33_gauss_0.60","finished","-","","","2025-07-04T14:09:52.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.66","0.2708165407180786","10","10"
"Gamma_layer_1_perturbation_0.53_gauss_0.20","finished","-","","","2025-07-04T14:24:47.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.53","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","55.39","0.27518689235051474","10","10"
"Gamma_layer_2_perturbation_0.43_sp_0.00","finished","-","","","2025-07-04T14:32:24.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.43","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","68.14","0.269547176361084","10","10"
"Gamma_layer_0_perturbation_0.43_gauss_0.80","finished","-","","","2025-07-04T14:12:19.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.46","0.28086905082066854","10","10"
"Gamma_layer_3_perturbation_0.43_gauss_0.20","finished","-","","","2025-07-04T15:00:23.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.43","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","65.25","0.27089705467224123","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:40:23.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.43","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","44.52","0.27365935643514","10","10"
"Gamma_layer_1_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T14:18:00.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.2829649964968363","10","10"
"Gamma_layer_2_perturbation_0.33_gauss_0.20","finished","-","","","2025-07-04T14:41:59.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","65.86","0.27731043895085655","10","10"
"Gamma_layer_1_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T14:26:46.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.53","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","45.42","0.27317403157552084","10","10"
"Gamma_layer_1_perturbation_0.23_sp_0.06","finished","-","","","2025-07-04T14:19:36.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.23","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","34.61","0.27172250747680665","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:55:07.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","53.3","0.27371013164520264","10","10"
"Gamma_layer_3_perturbation_0.53_sp_0.00","finished","-","","","2025-07-04T14:50:48.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0","s&p","10","67.36","0.2692729632059733","10","10"
"Beta_layer2_perturbation_0.53_gauss_0.80","finished","-","","","2025-07-04T15:59:06.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","34.06","0.2766975164413452","10","10"
"Gamma_layer_1_perturbation_0.13_gauss_0.80","finished","-","","","2025-07-04T14:29:11.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.13","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.8","gauss","10","32.57","0.27286266485850014","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.40","finished","-","","","2025-07-04T15:37:33.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.4","gauss","10","50.02","0.2751227617263794","10","10"
"Gamma_layer_0_perturbation_0.43_gauss_0.20","finished","-","","","2025-07-04T14:06:11.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.43","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.2","gauss","10","66.3","0.27612419525782267","10","10"
"Gamma_layer_1_perturbation_0.43_sp_0.02","finished","-","","","2025-07-04T14:16:23.000Z","18","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.43","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","47.76","0.2957553188006083","10","10"
"Beta_layer2_perturbation_0.33_sp_0.04","finished","-","","","2025-07-04T15:47:55.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","41.35","0.26955796480178834","10","10"
"Beta_layer2_perturbation_0.43_sp_0.04","finished","-","","","2025-07-04T15:48:19.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.43","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.04","s&p","10","40.55","0.27080663442611697","10","10"
"Beta_layer1_perturbation_0.23_sp_0.06","finished","-","","","2025-07-04T15:31:33.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.23","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","33.12","0.2707107663154602","10","10"
"Beta_layer1_perturbation_0.53_gauss_0.60","finished","-","","","2025-07-04T15:39:11.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.13","0.33","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","34.37","0.2771637558937073","10","10"
"Beta_layer2_perturbation_0.23_sp_0.02","finished","-","","","2025-07-04T15:45:32.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.23","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","52.1","0.26952425241470335","10","10"
"Gamma_layer_1_perturbation_0.13_gauss_0.60","finished","-","","","2025-07-04T14:27:10.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.13","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.6000000000000001","gauss","10","42.79","0.2771409670511881","10","10"
"Beta_layer2_perturbation_0.13_sp_0.02","finished","-","","","2025-07-04T15:45:09.000Z","16","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.13","0.33","0.33","0.33","0.33","0.33","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.02","s&p","10","50.62","0.26757930119832357","10","10"
"Gamma_layer_3_perturbation_0.53_sp_0.06","finished","-","","","2025-07-04T14:56:46.000Z","17","","0.01","0.01","0.01","0.01","128","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.53","pc_model","CNN","CIFAR-10","70","0.001","0.9","0.06","s&p","10","35.77","0.2715081254641215","10","10"
